Anti_Mage:2,8,9,11,1,4,5,7,3,13,14,16,6,12,18
Axe:2,8,9,11,4,13,14,16,1,3,5,7,6,12,18
Bane:11,13,14,16,2,3,5,7,1,4,8,9,6,12,18
Bloodseeker:1,4,9,16,5,11,13,14,2,3,7,8,6,12,18
Crystal_Maiden:4,5,7,8,1,13,14,16,2,3,9,11,6,12,18
Drow_Ranger:2,3,5,7,4,13,14,16,1,8,9,10,6,12,18
Earthshaker:1,3,5,7,2,13,14,16,4,8,9,10,6,12,18
Juggernaut:1,3,5,7,4,8,9,11,2,13,14,16,6,12,18
Mirana:3,4,5,7,1,13,14,16,2,8,9,11,6,12,18
Shadow_Fiend:2,3,5,7,1,4,6,8,10,12,13,14,9,11,16
Morphling:2,3,5,7,11,13,14,16,1,4,6,8,9,12,18
Phantom_Lancer:1,3,5,7,4,13,14,16,2,8,9,11,6,12,18
Puck:1,3,5,7,4,8,9,11,2,13,14,16,6,12,18
Pudge:2,3,5,7,1,4,8,9,11,13,14,16,6,12,18
Razor:2,4,5,7,1,3,14,16,6,9,11,13,8,12,18
Sand_King:1,3,5,7,4,13,14,16,2,8,9,11,6,12,18
Storm_Spirit:1,4,9,10,8,13,14,16,2,3,5,7,6,12,18
Sven:1,13,14,16,3,4,5,7,2,8,9,11,6,12,18
Tiny:1,3,8,9,2,4,5,7,11,13,14,16,6,12,18
Vengeful_Spirit:1,3,5,7,2,4,9,11,8,13,14,16,6,12,18
Windranger:4,8,9,10,2,3,5,7,1,12,13,14,6,11,16
Zeus:1,3,9,11,4,5,7,8,2,13,14,16,6,12,18
Kunkka:1,4,8,9,11,13,14,16,2,3,5,7,6,12,18
Lina:2,3,5,7,1,8,9,11,4,13,14,16,6,12,18
Lich:2,4,8,9,7,11,13,14,1,3,5,16,6,12,18
Lion:1,3,5,7,2,13,14,16,4,8,9,11,6,12,18
Shadow_Shaman:2,3,5,7,4,8,9,11,1,13,14,16,6,12,18
Slardar:2,4,8,9,1,3,5,7,11,13,14,16,6,12,18
Tidehunter:8,13,14,15,1,4,9,11,2,3,5,7,6,12,18
Witch_Doctor:1,3,5,7,11,13,14,16,2,4,8,9,6,12,18
Riki:2,8,9,11,3,13,14,16,1,4,5,7,6,12,18
Enigma:2,4,8,9,1,3,5,7,11,13,14,16,6,12,18
Tinker:1,3,5,7,2,4,6,8,10,11,13,14,9,12,18
Sniper:1,3,5,7,4,13,14,16,2,8,9,11,6,12,18
Necrophos:1,3,5,7,4,13,14,16,2,8,9,11,6,12,18
Warlock:2,4,8,9,1,3,5,7,11,13,14,16,6,12,18
Beastmaster:11,13,14,16,1,3,5,7,2,4,8,9,6,12,18
Queen_of_Pain:1,3,14,16,2,9,11,13,4,5,7,8,6,12,18
Venomancer:1,13,14,16,2,8,9,10,3,4,5,7,6,12,18
Faceless_Void:1,3,5,7,11,13,14,16,2,4,8,9,6,12,18
Wraith_King:1,3,5,7,2,13,14,16,4,8,9,11,6,12,18
Death_Prophet:2,4,8,9,11,13,14,16,1,3,5,7,6,12,18
Phantom_Assassin:1,3,5,7,2,13,14,16,4,8,9,11,6,12,18
Pugna:1,3,5,7,2,8,9,11,4,13,14,16,6,12,18
Templar_Assassin:1,3,5,7,8,9,11,12,2,4,13,14,6,16,18
Viper:1,3,14,16,2,9,11,13,4,5,7,8,6,12,18
Luna:2,3,5,7,8,9,10,12,1,4,13,14,6,11,16
Dragon_Knight:1,3,5,7,4,13,14,16,2,8,9,10,6,12,18
Dazzle:1,13,14,16,4,6,9,11,2,3,5,7,8,12,18
Clockwerk:2,3,5,7,1,13,14,16,4,8,9,10,6,12,18
Leshrac:1,4,8,9,2,3,5,7,11,13,14,16,6,12,18
Natures_Prophet:4,13,14,16,2,8,9,11,1,3,5,7,6,12,18
Lifestealer:4,5,7,8,1,3,14,16,2,9,11,13,6,12,18
Dark_Seer:8,9,10,11,1,3,5,7,2,4,14,16,6,13,18
Clinkz:4,13,14,16,1,3,5,7,2,8,9,11,6,12,18
Omniknight:1,3,5,7,2,8,9,11,4,13,14,16,6,12,18
Enchantress:2,3,5,7,1,13,14,16,4,8,9,11,6,12,18
Huskar:4,14,15,16,1,3,5,7,2,8,9,11,6,12,18
Night_Stalker:1,3,5,7,6,13,14,16,2,4,9,11,8,12,18
Broodmother:2,3,5,7,1,4,6,8,11,13,14,16,9,12,18
Bounty_Hunter:3,4,5,7,2,13,14,16,1,8,9,11,6,12,18
Weaver:4,8,9,11,1,3,5,7,2,13,14,16,6,12,18
Jakiro:1,8,9,10,3,13,14,16,2,4,5,7,6,12,18
Batrider:1,4,9,11,7,13,14,16,2,3,5,8,6,12,18
Chen:11,13,14,16,2,4,8,9,1,3,5,7,6,12,18
Spectre:1,3,5,7,2,8,9,11,4,13,14,16,6,12,18
Doom:1,3,5,7,2,4,8,9,11,13,14,16,6,12,18
Ancient_Apparition:1,3,5,7,2,4,8,9,11,13,14,16,6,12,18
Ursa:2,13,14,16,3,5,7,8,1,4,9,11,6,12,18
Spirit_Breaker:2,3,5,7,4,13,14,16,1,8,9,11,6,12,18
Gyrocopter:1,3,5,7,2,4,8,9,11,13,14,16,6,12,18
Alchemist:2,4,8,9,11,13,14,16,1,3,5,7,6,12,18
Invoker:4,6,12,2,8,14,16,17,18,1,3,5,7,9,11,13
Silencer:2,3,5,7,1,13,14,16,4,8,9,11,6,12,18
Outworld_Devourer:6,8,14,16,1,3,5,7,2,4,9,12,11,13,18
Lycan:1,3,5,7,11,13,14,16,2,4,8,9,6,12,18
Brewmaster:3,4,5,7,1,13,14,16,2,8,9,11,6,12,18
Shadow_Demon:1,3,5,7,2,4,8,9,11,13,14,16,6,12,18
Lone_Druid:1,3,5,7,2,6,8,9,4,11,12,13,14,16,18
Chaos_Knight:1,3,6,7,2,4,8,9,5,13,14,16,11,12,18
Meepo:2,13,14,16,1,4,5,7,6,8,9,12,3,10,17
Treant_Protector:1,8,9,11,3,13,14,16,2,4,5,7,6,12,18
Ogre_Magi:3,13,14,16,1,8,9,11,2,4,5,7,6,12,18
Undying:1,4,14,16,2,3,11,13,5,7,8,9,6,12,18
Rubick:1,4,8,9,2,3,5,7,11,13,14,16,6,12,18
Disruptor:1,13,14,16,3,4,5,7,2,8,9,11,6,12,18
Nyx_Assassin:1,3,5,7,11,13,14,16,2,4,8,9,6,12,18
Naga_Siren:2,4,5,7,11,13,14,16,1,3,6,8,9,12,18
Keeper_of_the_Light:3,5,8,9,1,13,14,16,2,4,6,11,7,12,18
Io:1,13,14,16,3,4,5,7,2,8,9,10,6,12,18
Visage:1,13,14,16,2,3,5,7,4,8,9,11,6,12,18
Slark:3,4,5,7,1,8,9,11,2,13,14,16,6,12,18
Medusa:11,13,14,16,1,3,5,7,2,4,8,9,6,12,18
Troll_Warlord:1,4,5,7,2,8,9,10,3,13,14,16,6,12,18
Centaur_Warrunner:2,8,9,10,3,4,5,7,1,13,14,16,6,12,18
Magnus:2,3,5,7,1,8,9,11,4,13,14,16,6,12,18
Timbersaw:4,13,14,16,2,7,8,9,1,3,5,11,6,12,18
Bristleback:7,13,14,16,1,3,5,8,2,4,9,10,6,12,18
Tusk:1,3,5,7,2,4,8,9,11,13,14,16,6,12,18
Skywrath_Mage:1,3,5,7,2,13,14,16,4,8,9,11,6,12,18
Abaddon:11,13,14,16,1,3,5,7,2,4,8,9,6,12,18
Elder_Titan:1,3,5,7,2,4,9,11,8,13,14,16,6,12,18
Legion_Commander:11,13,14,16,2,4,8,9,1,3,5,7,6,12,18
Ember_Spirit:2,4,8,9,11,13,14,16,1,3,5,7,6,12,18
Earth_Spirit:2,3,5,7,1,13,14,16,4,8,9,11,6,12,18
Terrorblade:11,13,14,16,2,4,6,8,1,3,5,7,9,12,18
Phoenix:1,13,14,16,4,8,9,11,2,3,5,7,6,12,18
Oracle:1,8,9,11,4,13,14,16,2,3,5,7,6,12,18
Techies:1,3,5,7,11,13,14,16,2,4,8,9,6,12,18
Winter_Wyvern:1,13,14,16,2,3,5,7,4,8,9,10,6,12,18
Arc_Warden:1,4,5,9,11,13,14,16,2,3,7,8,6,12,18
Underlord:2,3,5,7,8,9,10,13,1,4,14,16,6,12,18
Monkey_King:2,8,9,11,3,13,14,16,1,4,5,7,6,12,18
